airbnb_id,Detail,Price(in dollar),Offer price(in dollar),Review and rating,Number of bed,Extracted Title,City/State,Country
747,Moonlit Chalet,175.00,,4.87 (173),2 beds,Cabin in Clyde,,
748,Atlantic Coast Dome Home Across from Sound w/ View,244.00,,4.96 (47),2 beds,Home in Wilmington,,
749,Welcome to our Modern Cape Escape with Heated Pool,233.00,,4.96 (28),5 beds,Home in Cape Coral,,
750,The 'Easy A' Cabin in Rocky Point,202.00,,4.82 (82),3 beds,Vacation home in Klamath Falls,,
751,Luxury One Bedroom Condo with private balcony,123.00,,4.9 (106),3 beds,Condo in Daytona Beach,,
752,"""Swan Ocean"" Beach House on Vilano Beach",955.00,,4.88 (60),6 beds,Home in St. Augustine,,
753,Coastal Waters 214-2nd floor ocean view condo,168.00,,4.47 (43),2 beds,Condo in New Smyrna Beach,,
754,Lake House Minutes to Downtown Mt. Dora and Eustis,173.00,,4.99 (179),2 beds,Home in Eustis,,
755,Circle J Bed & Breakfast,92.00,,4.97 (528),2 beds,Tiny home in White Pigeon,,
756,"Hillside Cripple Creek Cabin w/Hot Tub, Mtn Views!",196.00,,4.93 (72),3 beds,Cabin in Cripple Creek,,
757,Basic Cabin #1 - Sleeps 4 - OK-C1,125.00,,4.86 (233),3 beds,Cabin in Moab,,
758,ONLY 1.5 Miles from the Creation Museum!,124.00,,4.89 (170),4 beds,Home in Petersburg,,
759,"Blue Oasis | King Bed | Feel Far, Be Close Dogs ok",155.00,,4.94 (258),2 beds,Home in Twentynine Palms,,
760,Garden Gate Getaway,53.00,,4.88 (110),2 beds,Room in McKinney,,
761,"Taos Skybox ""Stargazer"" High Desert Retreat",184.00,,4.93 (61),1 bed,Home in El Prado,,
762,The best in tiny living!TreehouseTopia,229.00,,4.87 (193),2 queen beds,Treehouse in Sevierville,,
763,*Unique Pyramid Home for an amazing vacation,231.00,,4.93 (165),1 queen bed,Home in Fort Myers,,
764,Private Modern Guesthouse near Mulholland Drive,151.00,,4.93 (555),2 beds,Cottage in Los Angeles,,
765,Water side Cozy cabin,98.00,,4.91 (318),4 beds,Home in Summertown,,
766,NEW! One-of-a-Kind Luxury Cabin w/Hot Tub,358.00,,5.0 (49),1 queen bed,Cabin in Florissant,,
767,Hilltop cabin retreat with lake & mountain views,188.00,,4.93 (551),5 beds,Guesthouse in Escondido,,
768,Brand New 3 beds at Solara Resort,155.00,,4.83 (12),2 beds,Townhouse in Kissimmee,,
769,New lux cabin w/mount index view,276.00,,4.86 (7),1 bed,Cabin in Gold Bar,,
770,Redwood Treehouse Santa Cruz Mtns.,190.00,,4.89 (932),2 beds,Treehouse in Watsonville,,
771,Mickey Mouse Themed Getaway next to Disney 1,115.00,,4.84 (295),4 beds,Condo in Kissimmee,,
772,Crystal Lake House,155.00,,5.0 (9),4 beds,Home in Ellington,,
773,The Orlando Retreat.,230.00,,4.95 (78),4 beds,Home in Orlando,,
774,The Alpaca (A Lone Juniper Ranch Cabin),124.00,113.00,4.92 (381),2 queen beds,Farm stay in Lebec,,
775,Cozy Cabin on Sunday River ~,202.00,,4.93 (41),2 beds,Cabin in Newry,,
776,*BRAND NEW* Tiny Village Retreat,90.00,,5.0 (86),2 beds,Tiny home in Greer,,
777,Cliffside Romantic Retreat LOVE,321.00,,5.0 (25),1 king bed,Cabin in Pine Ridge,,
778,Modern Cabin Tiny Retreat,90.00,,4.98 (558),3 beds,Tiny home in Greer,,
779,Peaceful Log Cabin in the Woods,122.00,,4.99 (497),2 double beds,Cabin in Groton,,
780,Cozy Creek Cabin-couples retreat nestled in woods,184.00,,4.98 (208),1 king bed,Cabin in Ellijay,,
781,Cozy Studio close to Universal,82.00,,4.2 (148),2 beds,Apartment in Orlando,,
782,Beaver Bungalow - Long Range Mountain Views,163.00,,4.96 (77),2 beds,Cabin in Blue Ridge,,
783,"Sea Squirrel, Beach views in Crystal Beach",246.00,,4.78 (9),1 bed,Condo in Destin,,
784,Out of Bounds: Tiny Cabin amongst acres of trees,170.00,,4.95 (277),2 queen beds,Tiny home in Hillsboro,,
785,Newly remodeled! Condo in Center of All The Action,100.00,,4.49 (372),2 beds,Apartment in Orlando,,
786,Canyon Hideout Bungalow,179.00,,5.0 (341),1 queen bed,Tiny home in Cortez,,
787,"Peaceful, authentic, rustic log cabin in the woods",132.00,,4.98 (106),2 beds,Place to stay in Wapwallopen,,
788,Idyllic Cottage Retreat,188.00,,4.86 (14),2 beds,Cottage in Crozet,,
789,Cabin Kisa,106.00,,5.0 (7),1 bed,Cabin in Leicester,,
790,Mountain Dream gorgeous view with hot tub,190.00,,4.96 (591),2 queen beds,Cabin in Robbinsville,,
791,Special Offer Storey Lake 2Bedr 2Bath Free Waterpark BE307,134.00,,4.79 (73),4 beds,Apartment in Kissimmee,,
792,Cabin Kisa,106.00,610.00,5.0 (7),1 bed,Cabin in Leicester,,
793,Mountain Dream gorgeous view with hot tub,190.00,338.00,4.96 (591),2 queen beds,Cabin in Robbinsville,,
794,Special Offer Storey Lake 2Bedr 2Bath Free Waterpark BE307,134.00,120.00,4.79 (73),4 beds,Apartment in Kissimmee,,
795,Creekside Cabin at Shady Grove Farm,90.00,135.00,4.97 (476),2 beds,Cabin in Lancing,,
796,"Vegas Villa-Heated Pool, Indoor Jacuzzi, Billiards",668.00,218.00,4.93 (27),9 beds,Villa in Las Vegas,,
797,Modern Retreat with King Bed-Heated Pool-and Grill,494.00,,5.0 (33),6 beds,Villa in Miramar,,
798,Venice Canals Sanctuary,374.00,,4.93 (107),2 beds,Apartment in Santa Monica,,
799,Sugar Bear Hollow,219.00,,4.96 (91),3 beds,Cabin in Sevierville,,
800,Studio B,111.00,,4.95 (819),2 queen beds,Guesthouse in Phoenix,,
801,Rock Reign Ranch,132.00,,4.92 (12),1 queen bed,Tiny home in Desert Hot Springs,,
802,"Sedona Sunset Jewel, Amazing Views, Pool",209.00,,5.0 (516),1 king bed,Guest suite in Sedona,,
803,10 mins to Disney-Hot tub-Queen Puffy Lux bed,213.00,,4.82 (74),3 beds,Condo in Kissimmee,,
804,Largest 1 Bed 2 bath in Amelia Surf & Racquet Club,306.00,,New,2 beds,Apartment in Fernandina Beach,,
805,300 STEPS TO THE BEACH-BEST 1 BEDROOM DEAL IN TOWN,169.00,,4.68 (57),2 beds,Condo in Panama City Beach,,
806,Private room(s) in a Renovated Manhattan Townhouse,259.00,,4.94 (16),2 beds,Room in New York,,
807,Luxurious brickell apartment 38thfloor ocean view,239.00,,4.69 (51),2 beds,Condo in Miami,,
808,"Lakeview Loft-Vintage Chicago, Modern Amenities",126.00,,4.96 (343),3 beds,Loft in Chicago,,
809,"JU Super Duper Tiny House, 15 minutes to Disney",98.00,,4.95 (400),3 beds,Cottage in Kissimmee,,
810,Excellent suite to enjoy near Disney.,90.00,218.00,4.71 (241),2 beds,Apartment in Orlando,,
811,300 STEPS TO THE BEACH-BEST 1 BEDROOM DEAL IN TOWN,169.00,,4.68 (57),2 beds,Condo in Panama City Beach,,
812,Private room(s) in a Renovated Manhattan Townhouse,259.00,,4.94 (16),2 beds,Room in New York,,
813,Luxurious brickell apartment 38thfloor ocean view,239.00,,4.69 (51),2 beds,Condo in Miami,,
814,"Lakeview Loft-Vintage Chicago, Modern Amenities",126.00,,4.96 (343),3 beds,Loft in Chicago,,
815,"JU Super Duper Tiny House, 15 minutes to Disney",98.00,,4.95 (400),4 beds,Cottage in Kissimmee,,
816,On Juniper Lake w/Boat Dock Near 30A!,113.00,,4.79 (19),4 beds,Home in DeFuniak Springs,,
817,Ocean Front Resort - King bed,184.00,,4.93 (304),1 queen bed,Condo in Hilton Head Island,,
818,Cozy riverside/rain forest cabin ~ Bogie Bungalow,143.00,,4.96 (949),2 queen beds,Cabin in Forks,,
819,Ft Walton cozy condo w/ on-site pool. Near beaches,145.00,,4.73 (249),3 beds,Condo in Fort Walton Beach,,
820,Private Bay area home !,117.00,,4.67 (3),3 beds,Apartment in Sarasota,,
821,Altitude Adjustment,208.00,,4.98 (161),4 beds,Cabin in Kanab,,
822,Private Room in Elegant French Gothic Home,114.00,,4.87 (843),2 queen beds,Room in Los Angeles,,
823,Stuart Manor Bed and Breakfast,223.00,,5.0 (26),2 beds,Room in Carlisle,,
824,The Beach Couldn't Be Any Closer!,260.00,,4.9 (145),6 beds,Condo in Pensacola,,
825,Point Richmond Top Floor Studio with Bay views,153.00,,4.95 (128),6 beds,Apartment in Richmond,,
826,Cottage by the Sea,138.00,,4.92 (554),6 beds,Guest suite in Trinidad,,
827,House by the Mouse: Something for Everyone!,250.00,,4.89 (157),6 beds,Home in Kissimmee,,
828,King Suite/Sky Lounge/Luxurious Experience.,108.00,148.00,4.85 (55),2 beds,Apartment in Houston,,
829,Few days left in May,286.00,112.00,4.98 (263),1 king bed,Cabin in Sevierville,,
830,"Cozy Private Mountain Cabin on 1,000 acre property",186.00,103.00,4.96 (78),4 beds,Cabin in Fountain Green,,
831,"Lovely Private Room-Manhattan, 70s-Upper East Side",199.00,,4.93 (30),1 bed,Room in New York,,
832,1 BD PRIVATE HOUSEBOAT/ COTTAGE TARPON,229.00,,4.85 (74),3 beds,Cottage in Islamorada,,
833,Sugar Babe Beach Retreat with Hot Tub!,160.00,,4.95 (328),2 queen beds,Home in Michigan City,,
834,Modern room in boutique hotel near amusement parks,64.00,,4.81 (54),2 beds,Hotel in Kissimmee,,
835,"Kayaks adventure, Dock, Pool, WiFi Courtyard view.",112.00,,4.72 (94),2 beds,Condo in Mary Esther,,
836,Historic Venice Apt 1/2 blocks to beach+parking,222.00,,4.94 (431),2 beds,Apartment in Los Angeles,,
837,A charmer!Great spot near downtown.,81.00,,4.97 (990),3 beds,Guesthouse in Greensboro,,
838,Beachfront Apartment,170.00,,4.43 (23),1 queen bed,Apartment in Hallandale Beach,,
839,Beach Front Condo In Casa Del Mar,122.00,,4.72 (389),2 beds,Apartment in Galveston,,
840,The Cooper Cottage | Guesthouse,91.00,,5.0 (5),4 beds,Guesthouse in Carrollton,,
841,Tillie Creek Retreat: a Creekside Oasis,145.00,,4.85 (312),3 beds,Cabin in Wofford Heights,,
842,New* Desert Moon* HeartofPhoenix,112.00,,4.78 (9),3 queen beds,Home in Phoenix,,
843,Private Mackinaw City Beach Cottage ~ Bridge view,355.00,,4.91 (68),1 queen bed,Cottage in Mackinaw City,,
844,Room With The Views,127.00,,4.99 (402),3 beds,Guest suite in Cave Creek,,
845,Venice Getaway,159.00,,5.0 (30),3 beds,Home in Venice,,
846,Reems Creek Mountain Cabin,237.00,,5.0 (222),2 queen beds,Cabin in Weaverville,,
847,Venice Getaway,159.00,,5.0 (30),3 beds,Home in Venice,,
848,Beachfront~Amazing Views~Walkable to Walmart/Shops,184.00,,4.96 (26),4 beds,Condo in Panama City Beach,,
849,Lovely 1 bed condo with pool/wifi free parking,149.00,,4.92 (51),2 beds,Condo in Miami,,
850,"The Lost Coast Tower, Petrolia",225.00,,4.92 (214),1 double bed,Cabin in Petrolia,,
851,THE SMALL ENGLISH MANOR NESTLED AMONGST THE TREES,276.00,,4.89 (420),2 beds,Apartment in New York,,
852,Private Loft In the Hollywood Hills (by Universal),132.00,,4.87 (981),1 queen bed,Guesthouse in Los Angeles,,
853,"Location, location, location!",260.00,,5.0 (19),2 beds,Apartment in New York,,
854,Ravinia Bungalow,105.00,,4.96 (701),1 double bed,Guesthouse in Dallas,,
855,Egret ~ Beachfront Cottage (pet-Friendly),248.00,,4.93 (43),2 beds,Home in Holden Beach,,
856,Storybook Beach Cottage Twin Rocks,144.00,,4.88 (259),4 beds,Cottage in Rockaway Beach,,
857,On the Beach; Siesta Key SunBum Studio,379.00,,4.96 (218),2 beds,Condo in Siesta Key,,
858,Laguna Beach Charming Unit- Location/Value,385.00,,4.96 (384),3 beds,Apartment in Laguna Beach,,
859,Windsor At Westside Avenger Newest PS5 Game room,209.00,,4.92 (12),13 beds,Villa in Kissimmee,,
860,Central House w/ Pool & Hot Tub,142.00,,4.88 (140),2 beds,Home in Tucson,,
861,Direct Ocean View from the Balcony,219.00,,4.83 (639),2 queen beds,Apartment in Fort Lauderdale,,
862,Terlingua Mining Ruin - Lofthouse,194.00,,4.97 (575),1 double bed,Home in Terlingua,,
863,Designer Upper East side apartment Two entrances.,242.00,,4.99 (84),1 queen bed,Apartment in New York,,
864,Waterfront Sea Cottage,82.00,,4.8 (276),1 queen bed,Guesthouse in Naples,,
865,Relaxing Bungalow Steps from the Ocean,102.00,,4.86 (364),2 queen beds,Bungalow in New Smyrna Beach,,
866,Modern Great Villa near Disney & Parks,103.00,,4.87 (148),3 beds,Apartment in Kissimmee,,
867,Cozy Private Cottage 5 miles from Disney!,100.00,,4.92 (123),1 queen bed,Cottage in Kissimmee,,
868,"Private Studio+Bath+Balcony, 15 mins to Manhattan",144.00,,4.96 (269),1 sofa bed,Room in Brooklyn,,
869,Large Master Bedroom w Hollywood sign VIEWS,133.00,,4.9 (325),5 beds,Room in Los Angeles,,
870,Echo Park Retreat with Views,116.00,,4.94 (580),4 double beds,Guest suite in Los Angeles,,
871,Beachfront Oasis,798.00,,4.99 (111),3 beds,Home in Huntington Beach,,
872,The Enchanted Cottage at Easy Manor,115.00,,4.96 (170),4 beds,Guesthouse in Colorado Springs,,
873,☀Sunrise Cabin☀ Balcony Mtn Views┃Grill┃Firepit,113.00,,4.98 (114),3 beds,Cabin in Hartsel,,
874,Cactus House - private home with pool in Phoenix,277.00,,4.99 (114),3 beds,Home in Phoenix,,
875,"Beautiful Beachfront condo! 2 Bdrm, 2 Bath",300.00,,4.9 (104),1 bed,Condo in Fort Walton Beach,,
876,"""Vacation-Sanctuary / Gateway to Napa """,114.00,,4.97 (887),1 king bed,Room in Fairfield,,
877,Elevation Celebration,225.00,,4.97 (95),3 queen beds,Cabin in Kanab,,
878,Waterfront Studio Apartment with FREE Parking,160.00,,4.63 (16),2 beds,Apartment in North Bay Village,,
879,Betty's Beach Bungalow-Pet Friendly! STR21-1232,171.00,,4.97 (478),2 beds,Home in Dana Point,,
880,"Casual Colorful Venice House near Canals,Beach &Abbot Kinney",323.00,,4.95 (398),2 beds,Home in Los Angeles,,
881,Beachfront Penthouse studio w/ pool on Miami Beach,181.00,,4.85 (139),2 beds,Condo in Miami Beach,,
882,Geodesic Earth Dome,91.00,161.00,4.9 (953),2 beds,Dome in El Prado,,
883,7-bedroom vacation home near Disney with pool/spa,222.00,,4.83 (174),10 beds,Home in Kissimmee,,
884,Beautiful 4BR Townhouse/Townhome close to Disney,132.00,,4.83 (109),5 beds,Townhouse in Kissimmee,,
885,Waterfront condo on top floor @ Boca Ciega Resort,143.00,,4.87 (360),2 beds,Condo in Saint Petersburg,,
886,Scenic Gulf view! Steps to private beach entry!,305.00,,5.0 (41),3 beds,Townhouse in Destin,,
887,"Amelia Island, 2 bedroom beach front condo",327.00,,4.92 (147),2 beds,Condo in Fernandina Beach,,
888,"Fishing, Quiet & Wifi - 10 acres - Country Getaway",117.00,,4.98 (51),2 queen beds,Home in Smithville,,
889,Cozy guest studio with private deck,101.00,,4.9 (655),1 queen bed,Guesthouse in San Diego,,
890,Fabulous Cottage at the Beach,253.00,,4.94 (215),3 beds,Cottage in San Diego,,
891,Beautiful ocean front condo Panama City Beach,143.00,,4.78 (99),1 king bed,Resort in Panama City Beach,,
892,"A view, a pool, and, private cabana sleeps five",165.00,,4.8 (260),4 beds,Guesthouse in Rolling Hills,,
893,The T and C Club,247.00,,4.97 (90),6 beds,Home in Tampa,,
894,Oceanfront Apartment - Cocoa Beach,176.00,,4.89 (53),2 beds,Condo in Cocoa Beach,,
895,Jr.Suite at Ocean Residences on the Beach,260.00,,4.9 (242),1 sofa bed,Apartment in Fort Lauderdale,,
896,Charming Cottage at the Beach,253.00,,4.91 (550),3 beds,Cottage in San Diego,,
897,"PERFECT VIEW!! Waterfront, Marina, and 2 Pools!",99.00,,4.98 (125),2 queen beds,Condo in Fort Walton Beach,,
898,Breath-taking Strip View on 33rd Flr Luxury Resort,118.00,,4.73 (318),2 beds,Condo in Las Vegas,,
899,Downtown Suite -Pool/Wi-Fi/ SkyView!,113.00,,4.84 (144),2 beds,Apartment in Houston,,
900,Cañon Getaway- Cabin inspired home,112.00,,4.97 (460),2 beds,Guest suite in Colorado Springs,,
901,Fox Farms Little House,107.00,,4.97 (430),2 beds,Home in Waxhaw,,
902,Retro 1BR Apt #3 | Steps from the Water + Parking!,106.00,,4.88 (136),2 beds,Apartment in Miami,,
903,North Capitol Hill Luxury Townhome in Perfect Location,135.00,,4.81 (538),1 queen bed,Townhouse in Washington,,
904,Sunset Suite @ The Vanderbilt | Boutique~BnB,224.00,,4.96 (117),2 beds,Room in Naples,,
905,#3 Foggy Bottom/Georgetown Apartment,209.00,,4.82 (473),1 queen bed,Apartment in Washington,,
906,Direct Waterfront.Keyless entry.Dolphin watch.,220.00,,4.97 (279),2 beds,Condo in Tybee Island,,
907,Tropicana Suite-Grand Manor Luxury Mansion Loft,104.00,,4.86 (494),2 beds,Room in Galveston,,
908,Retro Retreat by the Bay,136.00,,4.9 (201),4 beds,Home in Netarts,,
909,Ocean Drive Beach Front Studio,153.00,,4.56 (418),3 beds,Apartment in Miami Beach,,
910,Coastal Cape Home w/Heated Pool-Sleeps 6,125.00,,4.85 (75),1 queen bed,Home in Cape Coral,,
911,Local Sedona Humble Home,236.00,,4.91 (107),3 beds,Home in Sedona,,
912,"Hollywood paradise studio in house,owned entrance",103.00,,4.89 (367),2 beds,Home in Los Angeles,,
913,Luxe guest suite-perfect Staycation Pool & Parking,101.00,,4.91 (651),4 beds,Room in Miami,,
914,Casa Del Mar Spectacular Ocean Views!,434.00,,4.97 (148),3 beds,Home in The Sea Ranch,,
915,Cozy Garden Apartment,117.00,,4.93 (287),3 beds,Apartment in Brooklyn,,
916,Classic Cape Cod Cottage,143.00,,4.92 (172),3 beds,Cottage in Eastham,,
917,Modern 3 bds house with pool in Las Vegas,313.00,,5.0 (10),3 beds,Home in Las Vegas,,
918,Gecko House Unit #1,88.00,,4.88 (113),1 king bed,Home in Gulfport,,
919,LOVELY OCEAN VIEW 1BD/1.5TH APT HIGH FLOOR|PARKING,148.00,,4.85 (47),2 beds,Apartment in Sunny Isles Beach,,
920,spacious chelsea room,106.00,,4.9 (127),3 beds,Room in New York,,
921,Tropical Garden Studio Cottage (2 miles to beach),119.00,,4.97 (231),1 queen bed,Guest suite in Naples,,
922,Cozy Portland Studio Apartment,104.00,,4.98 (745),2 beds,Guesthouse in Portland,,
923,Direct beautiful beach and ocean view,173.00,,4.93 (124),3 beds,Apartment in Pompano Beach,,
924,Beach paradise. Just minutes to restaurants shops.,320.00,,4.89 (54),4 beds,Condo in Hollywood,,
925,Spacious Heated Pool home with pool/pingpong table,212.00,,4.93 (138),2 beds,Home in Palm Coast,,
926,The Strand Oceanview Studio - Dog Friendly!,121.00,,4.85 (392),6 beds,Guesthouse in Rockaway Beach,,
927,Enjoy the most beautiful sunsets by the *pool,113.00,,4.93 (42),1 queen bed,Home in Lehigh Acres,,
928,Private romantic 1 br in Carmel Woods- love dogs,149.00,,4.86 (743),2 beds,Apartment in Carmel-by-the-Sea,,
929,SUNNY ISLES GORGEOUS Apart 2210!! (+hotel fees),191.00,,4.91 (130),3 beds,Condo in Sunny Isles Beach,,
930,Point Reyes Unique Creekside Home with Hot Tub,271.00,,4.89 (601),2 beds,Cabin in Point Reyes Station,,
931,Perfect Cottage with Amazing Creek & Harbor Views & Location,321.00,,4.99 (298),7 beds,Cottage in Mount Pleasant,,
932,Eiko Beach House 4BR/3BA Heatd Pool*Hot Tub* Pets,722.00,,4.79 (108),2 beds,Home in Treasure Island,,
933,New: Cozy 1BR Beach Condo on Siesta Key!!!,157.00,,4.82 (148),5 beds,Condo in Siesta Key,,
934,Across the street from Disney/Pool/Free Parking,342.00,,4.99 (76),3 beds,Condo in Anaheim,,
935,BEAUTIFULL CONDO IN THE HEART OF SUNNY ISLES.,151.00,,4.57 (225),3 beds,Condo in Sunny Isles Beach,,
936,BEAUTIFULL CONDO IN THE HEART OF SUNNY ISLES.,151.00,159.00,4.57 (225),3 beds,Condo in Sunny Isles Beach,,
937,Spacious Studio - 1 minute walk to the beach!,115.00,,5.0 (23),1 bed,Condo in Pompano Beach,,
938,Authentic Luxury Designed Loft,178.00,,4.88 (253),3 beds,Loft in Brooklyn,,
939,Hollywood Sunset Strip Private Executive Hideaway,272.00,,5.0 (99),2 king beds,Home in Los Angeles,,
940,Location Location Location 1 bdrm 0.5 mi of Strip,124.00,,4.7 (242),2 beds,Condo in Las Vegas,,
941,Trump Tower High Floor Strip View,181.00,,4.87 (464),2 beds,Apartment in Las Vegas,,
942,"Dolphin Bay, Apartment 202",140.00,,4.84 (285),2 beds,Condo in Cocoa Beach,,
943,"Oceanfront, rustic cottage",339.00,,4.88 (465),1 bed,Home in St. Augustine,,
944,Enjoy Sunsets at Fully Equipped 2BR Condo on Beach,215.00,,4.93 (14),3 beds,Condo in Pensacola Beach,,
945,Oceanfront Belmont Shore Coastal Luxe,174.00,,4.98 (125),2 beds,Condo in Long Beach,,
946,Spectacular beach to bay views from this resort.,218.00,,4.67 (148),1 bed,Condo in Treasure Island,,
947,Directly on Longboat Key Beach - Kid Friendly/SRQ1,196.00,,4.89 (415),2 beds,Condo in Longboat Key,,
948,The Garden Suite at the Historic Chateau Bleu,141.00,,4.85 (82),1 king bed,Guest suite in Lake Worth,,
949,Private Room in Orlando/Kissimmee (2Twins) T1,43.00,,4.9 (300),1 king bed,Room in Kissimmee,,
950,Casa Alexander,73.00,,4.92 (282),5 beds,Guesthouse in San Antonio,,
951,BEACH FRONT Unit w/ Pool Sandy Toe's # 5,233.00,,4.96 (318),4 beds,Apartment in Englewood,,
952,Across the Street from Beach Getaway/Near Convention Center,106.00,,4.85 (97),4 beds,Room in Long Beach,,
